timestamp,timecode,pupil-area,blink,pupil-x,pupil-y,trigger1,trigger2,trigger3,trigger4
2023-03-28T15:59:51.540Z,2020.4988662131518,813,2.155726430697058e-10,433.68398293357933,155.42810193726936,0,0,0,0
2023-03-28T15:59:51.590Z,2020.5511111111111,833,4.064708847284493e-10,433.0655949879952,156.5436674669868,0,0,0,0
2023-03-28T15:59:51.636Z,2020.6062585034012,851,1.062498075632412e-10,434.5362992068155,156.49285766745004,0,0,0,0
2023-03-28T15:59:51.664Z,2020.6294784580498,838,3.4989261488149737e-10,434.59524164677805,156.30054818019096,0,0,0,0
2023-03-28T15:59:51.731Z,2020.6817233560091,843,2.68308653073035e-10,434.04665258007117,155.4279915480427,0,0,0,0
2023-03-28T15:59:51.764Z,2020.7455782312925,846,1.8684485902920045e-10,434.03291223404256,155.57895611702128,0,0,0,0
2023-03-28T15:59:51.803Z,2020.76589569161,842,2.3264480619733519e-10,433.5250148456057,155.7459731294537,0,0,0,0
2023-03-28T15:59:51.833Z,2020.7978231292518,840,1.7103602978352228e-9,434.24408482142854,155.37020089285716,0,0,0,0
2023-03-28T15:59:51.888Z,2020.8645804988662,841,2.5417362659041487e-10,434.20617196789533,155.3250594530321,0,0,0,0
2023-03-28T15:59:51.915Z,2020.8761904761905,851,1.188293075049529e-10,433.8096357226792,155.8135098413631,0,0,0,0
2023-03-28T15:59:51.970Z,2020.9313378684808,855,6.010046904592059e-10,433.8726973684211,156.02220394736844,0,0,0,0
2023-03-28T15:59:52.020Z,2020.986485260771,861,1.4821275318155358e-9,433.8750544425087,155.26208623693378,0,0,0,0
2023-03-28T15:59:52.061Z,2021.032925170068,857,3.05360292607304e-10,433.8611799883314,155.20675320886815,0,0,0,0
2023-03-28T15:59:52.108Z,2021.0677551020408,891,5.038602868268072e-10,434.28125,155.71875,0,0,0,0
2023-03-28T15:59:52.150Z,2021.1112925170069,898,1.211385297628098e-10,435.08099596325167,155.21638363028953,0,0,0,0
2023-03-28T15:59:52.181Z,2021.1548299319727,906,2.200409993102781e-10,435.20674668874176,155.30872309602648,0,0,0,0
2023-03-28T15:59:52.211Z,2021.1780498866212,910,1.4273231485617544e-9,434.4965315934066,155.45339972527472,0,0,0,0
2023-03-28T15:59:52.259Z,2021.207074829932,914,8.104907300854336e-10,434.6701996717724,155.5261898249453,0,0,0,0
2023-03-28T15:59:52.301Z,2021.2419047619048,924,1.2918143221796186e-9,434.37129667207796,155.59730113636363,0,0,0,0
2023-03-28T15:59:52.333Z,2021.2854421768707,928,2.7682380832061426e-9,434.4705179148707,155.71087015086206,0,0,0,0
2023-03-28T15:59:52.364Z,2021.3289795918367,928,2.7682380832061426e-9,434.4705179148707,155.71087015086206,0,0,0,0
2023-03-28T15:59:52.402Z,2021.3492970521543,914,2.474088045545386e-9,434.3987964989059,155.48765727571117,0,0,0,0
2023-03-28T15:59:52.446Z,2021.3812244897958,891,2.918728869705234e-10,434.2911931818182,155.41477272727275,0,0,0,0
2023-03-28T15:59:52.497Z,2021.4566893424037,891,2.918728869705234e-10,434.2911931818182,155.41477272727275,0,0,0,0
2023-03-28T15:59:52.533Z,2021.4915192743765,875,1.1508853592356871e-10,434.84760714285716,155.24010714285714,0,0,0,0
2023-03-28T15:59:52.562Z,2021.5321541950113,877,7.014423070161868e-11,434.84847135119725,155.30305729760545,0,0,0,0
2023-03-28T15:59:52.601Z,2021.5640816326531,870,1.292759094217999e-10,434.390463362069,155.44224137931036,0,0,0,0
2023-03-28T15:59:52.650Z,2021.6105215419502,875,1.4487473720681265e-10,434.2950714285714,155.54964285714289,0,0,0,0
2023-03-28T15:59:52.677Z,2021.654058956916,874,2.6447760648196095e-10,434.1158466819222,155.41352617276888,0,0,0,0
2023-03-28T15:59:52.720Z,2021.6801814058956,871,1.239797986496427e-10,434.03487370838116,155.42429678530425,0,0,0,0
2023-03-28T15:59:52.749Z,2021.7121088435374,869,1.9709174570170518e-10,434.31312931530493,155.35973460874567,0,0,0,0
2023-03-28T15:59:52.805Z,2021.778866213152,867,4.778772863534009e-11,435.11234861591697,156.26124567474048,0,0,0,0
2023-03-28T15:59:52.834Z,2021.7991836734693,869,1.1066032118423053e-10,435.07282077100115,156.21846231300344,0,0,0,0
2023-03-28T15:59:52.868Z,2021.831111111111,869,1.1066032118423053e-10,435.07282077100115,156.21846231300344,0,0,0,0
2023-03-28T15:59:52.908Z,2021.8543310657597,884,2.2552137934894745e-9,435.24052601809956,155.9169612556561,0,0,0,0
2023-03-28T15:59:52.954Z,2021.8978684807257,884,2.2552137934894745e-9,435.24052601809956,155.9169612556561,0,0,0,0
2023-03-28T15:59:52.985Z,2021.9559183673468,896,5.735954489161088e-10,434.96327427455356,156.31923130580356,0,0,0,0
2023-03-28T15:59:53.013Z,2021.967528344671,896,5.735954489161088e-10,434.96327427455356,156.31923130580356,0,0,0,0
2023-03-28T15:59:53.053Z,2022.0197732426304,900,6.07889072412604e-10,434.88609375,156.185625,0,0,0,0
2023-03-28T15:59:53.087Z,2022.051700680272,900,6.07889072412604e-10,434.88609375,156.185625,0,0,0,0
2023-03-28T15:59:53.121Z,2022.095238095238,0,0.06131307780742645,-1,-1,0,0,0,0
2023-03-28T15:59:53.153Z,2022.1184580498866,0,0.06131307780742645,-1,-1,0,0,0,0
2023-03-28T15:59:53.179Z,2022.1503854875284,0,0.06131307780742645,-1,-1,0,0,0,0
2023-03-28T15:59:53.218Z,2022.18231292517,921,8.826917792248423e-7,435.78466001628664,154.96248982084688,0,0,0,0
2023-03-28T15:59:53.258Z,2022.222947845805,897,3.7292220866902426e-8,435.74885033444815,156.50407608695653,0,0,0,0
2023-03-28T15:59:53.299Z,2022.2664852607709,903,3.7944406017231813e-7,435.79396802325584,156.14083264119603,0,0,0,0
