timestamp,timecode,pupil-area,blink,pupil-x,pupil-y,trigger1,trigger2,trigger3,trigger4
2023-03-25T14:51:43.309Z,2838.2273015873016,330,5.464058372428582e-11,378.19545454545454,292.0034090909091,0,0,0,0
2023-03-25T14:51:43.352Z,2838.294058956916,335,1.455691817087157e-11,380.07201492537314,292.6078358208955,0,0,0,0
2023-03-25T14:51:43.415Z,2838.3288888888887,333,8.558542763381638e-11,380.2128378378378,292.5945945945946,0,0,0,0
2023-03-25T14:51:43.453Z,2838.3869387755103,338,2.967125677100224e-12,381.9770710059172,292.5007396449704,0,0,0,0
2023-03-25T14:51:43.502Z,2838.4478911564624,331,9.58690557495423e-11,382.0407854984894,292.6023413897281,0,0,0,0
2023-03-25T14:51:43.555Z,2838.4914285714285,330,6.36678626486642e-11,382.66818181818184,293.5693181818182,0,0,0,0
2023-03-25T14:51:43.603Z,2838.5465759637186,335,1.2657372372437692e-10,381.53246268656716,294.19141791044774,0,0,0,0
2023-03-25T14:51:43.637Z,2838.5785034013606,335,1.8586183980762172e-10,381.3518656716418,294.2518656716418,0,0,0,0
2023-03-25T14:51:43.669Z,2838.610430839002,344,1.2842553409608826e-10,381.26162790697674,294.37281976744185,0,0,0,0
2023-03-25T14:51:43.737Z,2838.6568707482993,344,1.2842553409608826e-10,381.26162790697674,294.37281976744185,0,0,0,0
2023-03-25T14:51:43.769Z,2838.7149206349204,346,3.310650018018002e-11,381.5494942196532,293.96098265895955,0,0,0,0
2023-03-25T14:51:43.803Z,2838.735238095238,344,3.552628191627605e-10,381.42768895348837,294.0686773255814,0,0,0,0
2023-03-25T14:51:43.836Z,2838.778775510204,353,4.1987295584799966e-11,383.41253541076486,294.72981586402267,0,0,0,0
2023-03-25T14:51:43.871Z,2838.813605442177,355,1.8522528996700593e-11,383.5387323943662,294.63873239436623,0,0,0,0
2023-03-25T14:51:43.908Z,2838.825215419501,358,1.6296455504494212e-11,384.0691340782123,295.0879888268156,0,0,0,0
2023-03-25T14:51:43.945Z,2838.865850340136,368,7.316161565462664e-12,384.94463315217394,295.01222826086956,0,0,0,0
2023-03-25T14:51:43.995Z,2838.9006802721087,365,2.4680021915024497e-11,384.913698630137,295.1263698630137,0,0,0,0
2023-03-25T14:51:44.049Z,2838.952925170068,372,6.809848518418704e-11,383.63608870967744,295.52923387096774,0,0,0,0
2023-03-25T14:51:44.110Z,2839.045804988662,380,2.113352461780016e-12,384.6898026315789,294.54046052631577,0,0,0,0
2023-03-25T14:51:44.170Z,2839.1009523809525,383,3.3001445326474865e-11,384.7180156657963,294.5329634464752,0,0,0,0
2023-03-25T14:51:44.205Z,2839.132879818594,392,7.839051630043059e-11,383.5794005102041,294.85650510204084,0,0,0,0
