timestamp,timecode,pupil-area,blink,pupil-x,pupil-y,trigger1,trigger2,trigger3,trigger4
2023-03-29T15:53:38.292Z,133.76725623582766,602,2.431340817565797e-8,433.7469372923588,236.92018791528238,0,0,0,0
2023-03-29T15:53:38.325Z,133.7991836734694,600,1.1177085035285472e-8,434.212890625,237.2265625,0,0,0,0
2023-03-29T15:53:38.377Z,133.83981859410432,600,1.1177085035285472e-8,434.212890625,237.2265625,0,0,0,0
2023-03-29T15:53:38.410Z,133.86303854875283,597,2.532933862653408e-8,434.42988379396985,237.0785175879397,0,0,0,0
2023-03-29T15:53:38.449Z,133.91818594104308,597,2.532933862653408e-8,434.42988379396985,237.0785175879397,0,0,0,0
2023-03-29T15:53:38.477Z,133.9530158730159,597,2.532933862653408e-8,434.42988379396985,237.0785175879397,0,0,0,0
2023-03-29T15:53:38.512Z,133.98204081632653,602,2.7161251026086575e-8,434.38543397009965,236.62819248338872,0,0,0,0
2023-03-29T15:53:38.547Z,134.0168707482993,602,2.7161251026086575e-8,434.38543397009965,236.62819248338872,0,0,0,0
2023-03-29T15:53:38.582Z,134.0604081632653,612,1.189114655630874e-7,434.09382659313724,235.90471813725492,0,0,0,0
2023-03-29T15:53:38.609Z,134.09233560090703,612,4.859732172235454e-9,433.99425551470586,235.97510723039215,0,0,0,0
2023-03-29T15:53:38.648Z,134.11265306122448,604,1.51578767315641e-8,435.0166597682119,235.7109116307947,0,0,0,0
2023-03-29T15:53:38.701Z,134.15909297052156,599,1.9734123668513348e-8,434.6771963689482,235.99804361435724,0,0,0,0
2023-03-29T15:53:38.726Z,134.19102040816327,599,1.9734123668513348e-8,434.6771963689482,235.99804361435724,0,0,0,0
2023-03-29T15:53:38.784Z,134.24616780045352,587,3.8132759172526676e-9,435.5989139693356,236.30744250425894,0,0,0,0
2023-03-29T15:53:38.812Z,134.2809977324263,587,6.85969059333047e-9,435.43502448892673,236.39927597955707,0,0,0,0
2023-03-29T15:53:38.844Z,134.31292517006804,587,3.8132759172526676e-9,435.5989139693356,236.30744250425894,0,0,0,0
2023-03-29T15:53:38.876Z,134.33614512471655,583,5.6383919755376155e-9,435.14169704116637,236.85227272727275,0,0,0,0
2023-03-29T15:53:38.909Z,134.36807256235826,584,2.768249185436389e-9,435.2448095034247,236.76723030821918,0,0,0,0
2023-03-29T15:53:38.946Z,134.42031746031745,592,8.2828197633944e-9,436.55788112331084,237.98975929054055,0,0,0,0
2023-03-29T15:53:39.025Z,134.50739229024944,594,1.5207392323191016e-7,436.1358901515151,237.50875946969697,0,0,0,0
2023-03-29T15:53:39.064Z,134.51609977324264,594,2.6812992715008477e-8,436.34919507575756,237.35684974747474,0,0,0,0
2023-03-29T15:53:39.109Z,134.55092970521542,607,4.371079054266147e-9,436.7316978995058,238.32439250411863,0,0,0,0
2023-03-29T15:53:39.141Z,134.61768707482995,603,2.644153562769702e-9,436.66962064676613,238.30511504975124,0,0,0,0
2023-03-29T15:53:39.178Z,134.6467120181406,613,1.0702478014934513e-8,435.31769983686786,239.2368729608483,0,0,0,0
2023-03-29T15:53:39.237Z,134.7134693877551,618,1.126567994447214e-7,434.09739077669906,238.36665655339806,0,0,0,0
2023-03-29T15:53:39.270Z,134.72507936507935,614,2.0201897932281554e-9,433.93129071661235,238.4217986563518,0,0,0,0
2023-03-29T15:53:39.338Z,134.79183673469387,625,1.5036822897940283e-9,434.4425,238.99375,0,0,0,0
2023-03-29T15:53:39.365Z,134.82376417233561,619,2.3853083952474208e-9,434.39188711631664,238.92427302100162,0,0,0,0
2023-03-29T15:53:39.396Z,134.87020408163266,608,1.2135203952823304e-8,434.7594058388158,238.10760176809208,0,0,0,0
2023-03-29T15:53:39.431Z,134.8905215419501,607,1.0332916744459908e-8,434.6428387561779,238.24518636738057,0,0,0,0
2023-03-29T15:53:39.470Z,134.92244897959185,601,5.186722606964622e-9,434.00751351913476,238.9768874792013,0,0,0,0
2023-03-29T15:53:39.516Z,134.98630385487527,591,4.78849244700541e-8,433.59946065989845,238.62325507614213,0,0,0,0
2023-03-29T15:53:39.560Z,135.01823129251702,591,4.78849244700541e-8,433.59946065989845,238.62325507614213,0,0,0,0
2023-03-29T15:53:39.589Z,135.0530612244898,597,8.810217622112759e-8,434.1747016331658,238.44056218592965,0,0,0,0
2023-03-29T15:53:39.615Z,135.07628117913833,592,1.354066370140572e-8,434.0950168918919,238.50279771959458,0,0,0,0
2023-03-29T15:53:39.641Z,135.09659863945578,597,8.810217622112759e-8,434.1747016331658,238.44056218592965,0,0,0,0
2023-03-29T15:53:39.680Z,135.14303854875283,587,3.700476369772332e-8,433.56478918228277,238.2575330068143,0,0,0,0
2023-03-29T15:53:39.709Z,135.17496598639457,587,3.700476369772332e-8,433.56478918228277,238.2575330068143,0,0,0,0
2023-03-29T15:53:39.760Z,135.22721088435375,601,2.2969310009557375e-8,433.3682404326123,238.1949875207987,0,0,0,0
2023-03-29T15:53:39.801Z,135.26784580498867,604,1.0150021267918419e-7,433.42878207781456,238.1396937086093,0,0,0,0
